review_id,text,rating,date,category,baseline_category,genai_category,notes,confidence,rationale
7878b882-011d-4c64-9d65-caa8026a24f6,Didn't exchange or Return my parcel. really fraud might complain in the consumer helpline as well.,1,2026-09-09 20:27:34,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,"Operational reverse logistics failure: pickup no-show, unserviceable pincode, or rejection (Precedence 4 / Rule 4).",0.92,"Operational reverse logistics failure: pickup no-show, unserviceable pincode, or rejection (Precedence 4 / Rule 4)."
de9c0922-238e-4fd4-8597-33af89251467,"The product itself is good, but the delivery service assigned by Myntra was extremely disappointing. Even when I tried contacting customer care, they said they could register my complaint, but they did not have any details about the delivery agent. As a result, they were unable to resolve my issue or provide any proper assistance. The product quality is satisfactory, but the delivery experience was very poor and needs significant improvement.",2,2026-09-09 20:22:45,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Forward courier service complaint; product quality was satisfactory.,0.95,Forward courier service complaint; product quality was satisfactory.
8dd890a9-b205-4a38-8361-b5954ba8bba8,nice shopping app good quality products keep it up in future hope so,5,2026-09-09 20:16:20,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
bb213f3f-e364-4b46-b2f1-5a7aee21a4ca,don't like thre facilities giving wrong products and not taking return worst experience ever faced in online shopping pls be careful while taking a order from this app,1,2026-09-09 19:51:25,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3).",0.96,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3)."
4e0efd18-b4b1-47de-b89a-296e0eab7cad,my first order in myntra. good quality product i am so happy with myntra,5,2026-09-09 19:41:09,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
c7fd626e-1daa-4b17-9d76-4576137a2631,"Pathetic, I had ordered a dress and requested an exchange.however, the delivery boy did not take the dress back during the exchange. I have been trying to contact customer care for quite some time.but i have not received any response.please confirm whether the product will be exchanged or not and provide me with an update as soon as possible.",1,2026-09-09 19:14:53,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,"Operational reverse logistics failure: pickup no-show, unserviceable pincode, or rejection (Precedence 4 / Rule 4).",0.92,"Operational reverse logistics failure: pickup no-show, unserviceable pincode, or rejection (Precedence 4 / Rule 4)."
f1d4f524-72e3-4042-a9fe-aa4f2a99c9ae,best quality,5,2026-09-09 18:59:34,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
6ed3c4ec-ee49-456b-8d1a-b46a04a95259,best for quality,5,2026-09-09 18:58:41,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
09db8cb6-979f-4515-ad77-9252510fb405,I ordered a sandal from you. it got delivered 2 days back now I want to return. I had placed return request within 15 min after I recieved my order. now return request is getting cancelled. today when I tried to place again it said pincode is not serviceable how come you can deliver to a pincode but you can't pick up. Pathetic. if this keep happening my return window will get closed. moreover Cust care is also not reachable it's just AI with some invalid options. arrange someone to pickup item.,1,2026-09-09 18:40:29,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,"Operational reverse logistics failure: pickup no-show, unserviceable pincode, or rejection (Precedence 4 / Rule 4).",0.92,"Operational reverse logistics failure: pickup no-show, unserviceable pincode, or rejection (Precedence 4 / Rule 4)."
fcfbc3a5-e580-4e62-be55-4cc801ce89fe,"guys plz do believe me.....this app sucks....it will make ur life miserable.....my god... there's is so much refund issue....u will cry....plz dnt trust this app.....this app is no more trustable like it was before.....if u raise ur issue....it will be highlighted but I will never be resolved.......I waited for 10+ days for my refund.....guys upi k through toh bilkul nhi Krna......they will never refund the money.....I went to the bank, talked to my the customer care of my bank.useless",1,2026-09-09 18:22:40,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
6cabe49b-26fe-4239-a2f7-586f5d20859a,this app is brilliant because they provide excellent products at an affordable price and the return policy also helps,5,2026-09-09 18:20:07,Other / Not Return-Related,Unclassified,Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
009b419c-e131-4d07-8320-dce87a0e232e,Best app for outfits,5,2026-09-09 17:24:49,Other / Not Return-Related,Size & Fit Discrepancy,Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
cde8234f-9c44-4e53-a948-b2295a93e43b,if you are a heavy user and regular buyer then returns have almost never been an issue,5,2026-09-09 17:15:10,Other / Not Return-Related,Unclassified,Other / Not Return-Related,Positive review with passing observation.,0.95,Positive review with passing observation.
19eb6a40-271a-429e-9c4d-b737d72454f7,excellent quality product,5,2026-09-09 16:54:47,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
b9e76f95-5a04-46f7-a9e9-83ed0dc8c716,amazing products in one app with best quality and reasonable price,5,2026-09-09 16:14:37,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
ba2b7e35-bfcd-4b77-ac96-2415b3c8bd76,"⭐⭐⭐⭐⭐ Lower ki quality ekdum mast hai! 😍 Fabric kaafi soft aur comfortable hai, fitting bhi perfect hai. Stitching aur finishing bhi achchi hai aur pehenne par premium feel aata hai. Daily wear aur workout dono ke liye kaafi comfortable laga. Price ke hisaab se quality bahut badhiya hai. Overall, purchase se bilkul satisfied hoon. Definitely recommended! 🔥❤️",5,2026-09-09 16:10:47,Size & Fit Discrepancy,Size & Fit Discrepancy,Other / Not Return-Related,Customer received correct label but item failed to fit or size chart was inaccurate (Precedence 3 / Rule 1).,0.93,Customer received correct label but item failed to fit or size chart was inaccurate (Precedence 3 / Rule 1).
0f4791e4-15b4-4b0a-ba72-678b2afa2951,worst application I have ever used. They always delivered the wrong product with cheap quality,1,2026-09-09 16:08:47,Incorrect / Wrong Item Delivered,"Defective, Damaged & Counterfeit Items",Incorrect / Wrong Item Delivered,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3).",0.96,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3)."
4e18d617-f243-42d3-8eac-4c7136f842df,"You can get quality products at affordable prices on Myntra, with delivery on the date mentioned at the time of purchase.",5,2026-09-09 15:42:49,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
5f80f7ce-6b68-4ae5-87ac-c0e29ad5cf3a,"Good quality, amazing designs and vibrant colours",5,2026-09-09 15:39:57,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
fdf7f557-7086-4b58-8c20-3b7faabccd69,Mera return Kiya tha par abhi tak refund nahi aya hai 1week ho gaya hai,1,2026-09-09 15:17:29,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
c3015581-98d4-4c62-a821-414716231dec,too good quality products... so beautiful,5,2026-09-09 15:13:16,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
b4aaae16-cf3a-4fc3-9ac6-eb0ea7f0f5ee,"myntra Upo delivery, I received a similar item as shown in image with a different brand tag attached by the seller. Upon delivery, there was a size issue with the T-shirt, so I raised a return request. However, the return is not being processed at all. The status is stuck as 'Return Requested', and the pickup date/time keeps getting extended continuously without any pickup being completed. I have been trying to contact Myntra Customer Care repeatedly, but the issue is trapped in an",1,2026-09-09 15:06:49,Incorrect / Wrong Item Delivered,Size & Fit Discrepancy,Return & Exchange Logistics & QC Friction,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3).",0.96,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3)."
d3e8c966-1f6b-4243-b707-3cd8cfb92a92,"good brands and good quality products , I have a great experience about the myntra products",5,2026-09-09 14:29:07,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
b691b19d-a5e9-48ba-a7f9-882cf6ee3a62,"on return they don't refund the full amount, neither inform the customer about service charges to be levied on returning the product.. sending the same size again and again even after informing at customer care, it wasn't my fault, why should I pay service charges. customer care shows no help and support",1,2026-09-09 13:31:19,Refund Processing & Settlement Disputes,Size & Fit Discrepancy,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
4d988d7d-291a-4329-849a-0fb37a403769,everything is ok but i haven't got my refund back ( it's like 15 days back I have returned it) it's so frustrating and i mailed the myntra help center but no sign of resolving. and the help center is the worst of all.. i hope 😭 myntra could resolve it as soon as possible,1,2026-09-09 13:08:53,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
dbb791f1-8b97-46c2-9c07-72153030ca42,"**Warning** ⚠️ myntra now become a fraud app like others they are not giving me my refund for a product which I cancelled, please everyone not purchase prepaid any product from this app",1,2026-09-09 13:08:28,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
a8ef2cd0-fd96-467f-97e0-099bf525dd33,yah bahut achcha hai ismein jitne bhi product abhi tak Maine check kiye Hain ya FIR purchase Kiya bahut acche quality mein aate Hain abhi tak Maine jyada kuchh to nahin but jitna bhi product purchase Kiya Hai unki quality itni acchi hai aur ismein bahut sare option bhi mil jaate Hain har EK chij available rahti hai beauty product bahut hi jyada achcha aate Hain thank you Myntra ☺️☺️☺️,5,2026-09-09 13:07:17,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
d1f78b0b-b84f-485f-a697-baae285acaf1,"Superb quality product , I Love You Myntra",5,2026-09-09 13:05:47,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
ad99e20b-58ec-4166-8075-48b2113de28c,quality 📈 trust,5,2026-09-09 12:56:17,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
9d79ca8e-ca77-459c-be03-fac81c38cc73,The most useless application I have ever felt ... i ordered the product in fast delivery and it was prepaid product non refundable and non returnable..it got rejected and rescheduled for 2 days later again it doesn't deliver my product on respective time and date the specified again I contacted help center they again ask me to wait for 3 days its been more than a week I didn't received my product ... since it is prepaid product... i suggest no to buy anything from myntra.,1,2026-09-09 12:46:02,Other / Not Return-Related,Refund Processing & Settlement Disputes,Other / Not Return-Related,Delivery rescheduling grievance on forward transit.,0.9,Delivery rescheduling grievance on forward transit.
64d862b1-b953-4e83-a2e3-9d8ee0e25c1b,"Have been using Myntra since it was first rolled out, have got more variety and quality products on its platform, trusted by millions of users like me, keep up the QC and goodwill that you have earned over the years.",5,2026-09-09 12:20:09,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
fd0b7fd6-cb0b-419d-850b-232ffdf9e48a,superb quality products,5,2026-09-09 12:03:29,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
f13aa59c-b9cf-4df7-b47f-5ef9567962da,myntra product quality 💯,5,2026-09-09 11:55:52,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
0a3b377a-514b-45e2-aa3b-067105a13755,"⭐ 1/5 Extremely disappointing experience with Myntra. I ordered a shirt but received a completely different product. The delivery agent insisted I accept it and raise a complaint. Myntra asked me to return/exchange it, but exchange isn’t available in my location. If I reorder, I must pay ₹200 more because the original order had an offer. Why should I pay extra for Myntra/seller/logistics’ mistake? This is a fulfillment failure, not a change-of-mind return. Very poor resolution and support.",1,2026-09-09 11:36:47,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3).",0.96,"Fulfillment error: wrong product, style, color, or brand delivered (Precedence 1 / Rule 3)."
e3af3ba6-aa6b-405e-a503-4662033589f2,very bad service delivery boy picked up my parcel and don't update status and myntra help not replying about my refund,1,2026-09-09 11:36:41,Refund Processing & Settlement Disputes,Return & Exchange Logistics & QC Friction,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
3cbe4874-d412-45b9-9ae8-7f3701c89e70,all products best quality 👍🏻☺️,5,2026-09-09 10:49:58,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
6c1e652a-ace8-4dea-8c6e-d4cd77cf30fc,it's great experience with Myntra. quality products with reasonable prices.,5,2026-09-09 10:45:29,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
f1c31340-bf96-4bb0-95c2-34c6dd41bc27,"I believe Myntra should be awarded with an award for being the worst at refund policy and customer service. Whenever I call, some AI chat bot repeats the same thing again and again, and will never connect me to live customer support. Refunds get delayed by weeks. Name a thing and Myntra is bad at it. I hope you keep some humans in the customer support rather than replacing them with AI bots. I see the app rating in the Play Store is 4.6. Are those ratings also from bots?(Just curious)",1,2026-09-09 10:38:43,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
e813e9c2-c90c-47f6-8609-2b3bb41865b2,good quality products ..,5,2026-09-09 10:19:41,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
4c969eb7-e977-4901-a272-113835890751,very good quality 👍👍,5,2026-09-09 09:58:27,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
10824715-b887-4f17-aa26-52de008c91d8,"overall good but for certain clothes ,the size chart are different from the product we get .",3,2026-09-09 09:08:32,Size & Fit Discrepancy,Size & Fit Discrepancy,Size & Fit Discrepancy,Customer received correct label but item failed to fit or size chart was inaccurate (Precedence 3 / Rule 1).,0.93,Customer received correct label but item failed to fit or size chart was inaccurate (Precedence 3 / Rule 1).
1dbcf5fe-1ac3-446f-90eb-b7dc618eb740,this is very useful I purchase one product and I have good quality and perfect size,5,2026-09-09 08:26:06,Other / Not Return-Related,Size & Fit Discrepancy,Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
967fcab9-7bef-44d7-b059-1bcba00f3ee5,quality product received,5,2026-09-09 08:03:39,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
04d2e816-892e-4fa7-b5e7-9cb45772e739,product quality of this app is great 👍,5,2026-09-09 07:36:39,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
ca49b9d4-18bc-431c-9658-52412f729800,myntra my is best app and best quality shopping app.,5,2026-09-09 06:54:10,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
986f5e0d-5594-4d02-a883-e73f8b8a3f8a,"Right on expectation, the product quality good and I love it",5,2026-09-09 02:28:45,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
8798f4e0-962a-4870-affc-a183284cda47,"Not professional...returns are very difficult.... for returns they are saying "" not valid reason "" what? ...don't like means don't like. called 3 times but not getting my refund ......",1,2026-09-09 02:23:15,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5).",0.95,"Financial settlement dispute: delayed, uncredited, or deducted refund post-return/cancellation (Precedence 5 / Rule 5)."
3441087b-6799-447e-9839-2a1133a37c0c,selling quality products,5,2026-09-09 01:46:34,Other / Not Return-Related,"Defective, Damaged & Counterfeit Items",Other / Not Return-Related,Positive praise caught by keyword filter.,0.98,Positive praise caught by keyword filter.
