review_id,text,rating,date,category,manual_category,notes
9f2bc635-5a28-48ef-bb56-0ff1ccb0e317,I have ordered a swear pants which size is 36 that is my original size but they ordered XXL size very bad quality very badd app meesho is good than myntra Okk please give better quality and inhance app features,1,2026-09-08 20:35:49,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,Mismatched size tag dispatched against invoice order (picking error).
bb213f3f-e364-4b46-b2f1-5a7aee21a4ca,don't like thre facilities giving wrong products and not taking return worst experience ever faced in online shopping pls be careful while taking a order from this app,1,2026-09-09 19:51:25,Incorrect / Wrong Item Delivered,Incorrect / Wrong Item Delivered,Wrong product dispatched; return blocked.
8adfadd0-0ea5-4e15-bfdd-309e0afdfe5b,"now days we faced worst service from myntra, wrong tag number issue . Myntra internal process is worst customer care doesnt understand issue and no clarity. from last one month am trying to exchange the shoe but dye to mismatch in tag pickup agent couldnt pickup the shoe... same issue faced by 3-4 guys from my company... no resolution",1,2026-09-10 11:24:05,Incorrect / Wrong Item Delivered,Return & Exchange Logistics & QC Friction,Doorstep reverse pickup agent refused handover due to tag mismatch; human annotator tags the reverse logistics handshake breakdown.
7878b882-011d-4c64-9d65-caa8026a24f6,Didn't exchange or Return my parcel. really fraud might complain in the consumer helpline as well.,1,2026-09-09 20:27:34,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,Inability to initiate or execute return/exchange request.
c7fd626e-1daa-4b17-9d76-4576137a2631,"Pathetic, I had ordered a dress and requested an exchange.however, the delivery boy did not take the dress back during the exchange. I have been trying to contact customer care for quite some time.but i have not received any response.please confirm whether the product will be exchanged or not and provide me with an update as soon as possible.",1,2026-09-09 19:14:53,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,Delivery agent refused pickup during exchange handover.
09db8cb6-979f-4515-ad77-9252510fb405,I ordered a sandal from you. it got delivered 2 days back now I want to return. I had placed return request within 15 min after I recieved my order. now return request is getting cancelled. today when I tried to place again it said pincode is not serviceable how come you can deliver to a pincode but you can't pick up. Pathetic. if this keep happening my return window will get closed. moreover Cust care is also not reachable it's just AI with some invalid options. arrange someone to pickup item.,1,2026-09-09 18:40:29,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,Pincode serviceable for forward delivery but blocked for reverse pickup.
a5df4802-67b6-475d-9f83-4dcbcb0bdf69,"Bad & rude delivery agents when it comes to return and exchange of products as they don't even wait for 5 minutes for the customer to come downstairs and then they just decide for the reattempt pick up on their own without the customer's approval. They come and go as they please. Let me tell you one thing- the world doesn't revolve around you delivery agents and Myntra so if you keep on doing this type of stuff, then I will just stop being a customer of Myntra! Also, the customer service sucks!",1,2026-09-08 20:47:43,Return & Exchange Logistics & QC Friction,Return & Exchange Logistics & QC Friction,Doorstep courier agent misconduct during reverse pickup appointment.
819a1fa1-7d7a-4fc6-ad41-16c4559defee,"worst experience, size exchange request. received whatsApp request from ekart to confirm availability, confirmed exchange next day. delivery guy came same day for exchange. told him to come next day. next day waiting exchange, automatic update exchange failed. call customer support immediately they assured we will have the exchange dine by end of the day. now the whole exchange is cancelled saying I declined exchange which is incorrect. now customer support does not want to help",1,2026-09-09 00:11:06,Return & Exchange Logistics & QC Friction,Size & Fit Discrepancy,Customer requested a size exchange that failed in transit; human annotator prioritizes the initiating size mismatch problem.
c22d2855-e709-47a9-98b5-5aa950315759,why do they take days to refund man,1,2026-09-10 01:38:33,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Extended SLA delay in disbursing refund.
40b719d1-2cb6-4fcf-ac13-995b89a2126d,Dear Guys please don't buy any product on this application if you cancelled your order then you will not get a money refund so please i request everyone please 🙏 not buy any product on this sideeee and customer care service worst service ever they are not attending a single call .,1,2026-09-09 22:49:30,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,Prepaid cancelled order with withheld refund.
fcfbc3a5-e580-4e62-be55-4cc801ce89fe,"guys plz do believe me.....this app sucks....it will make ur life miserable.....my god... there's is so much refund issue....u will cry....plz dnt trust this app.....this app is no more trustable like it was before.....if u raise ur issue....it will be highlighted but I will never be resolved.......I waited for 10+ days for my refund.....guys upi k through toh bilkul nhi Krna......they will never refund the money.....I went to the bank, talked to my the customer care of my bank.useless",1,2026-09-09 18:22:40,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,UPI refund pending for over 10 days with no bank reference.
fdf7f557-7086-4b58-8c20-3b7faabccd69,Mera return Kiya tha par abhi tak refund nahi aya hai 1week ho gaya hai,1,2026-09-09 15:17:29,Refund Processing & Settlement Disputes,Refund Processing & Settlement Disputes,"Return handed over to courier 1 week ago, refund still pending."
b691b19d-a5e9-48ba-a7f9-882cf6ee3a62,"on return they don't refund the full amount, neither inform the customer about service charges to be levied on returning the product.. sending the same size again and again even after informing at customer care, it wasn't my fault, why should I pay service charges. customer care shows no help and support",1,2026-09-09 13:31:19,Refund Processing & Settlement Disputes,Incorrect / Wrong Item Delivered,"Customer ordered size exchange, seller repeatedly sent wrong size, triggering unfair fee deduction; human annotator tags warehouse picking error as root cause."
c86488d2-62da-461c-b8fd-776f4817fd00,product quality 👍,5,2026-09-10 11:37:24,Other / Not Return-Related,Other / Not Return-Related,Positive quality feedback caught by keyword filter.
71171592-60f5-43fd-9b34-c99a33ba6bd5,this is best app. good quality products in this app,5,2026-09-10 11:29:40,Other / Not Return-Related,Other / Not Return-Related,General positive praise.
cadbf994-bbbf-42de-bf99-641953966091,Myntra bahut pyari app hai ispe shopping and return bahut aasan hai aur iske quality bahut pyari hoti hai thank you so much Myntra,5,2026-09-10 11:14:51,Other / Not Return-Related,Other / Not Return-Related,Positive praise mentioning return is easy.
dc843df8-06f6-464e-9f77-76244e8a5cd2,the product they send are really very impressive and material also feels like very good quality,5,2026-09-10 11:14:01,Other / Not Return-Related,Other / Not Return-Related,Positive product and fabric review.
e10ade33-6059-4861-84b6-fb2565e4dc76,service quality is continuously degradating . long wait on calls continuously fake attempt of delivery but no solution.,1,2026-09-09 20:42:52,Other / Not Return-Related,Other / Not Return-Related,Forward delivery delay and call center grievance; out of scope of returns.
